id,Target
96410,Enrolled
96411,Enrolled
96412,Enrolled
96413,Graduate
96414,Enrolled
96415,Graduate
96416,Graduate
96417,Enrolled
96418,Graduate
96419,Enrolled
96420,Enrolled
96421,Enrolled
96422,Graduate
96423,Enrolled
96424,Graduate
96425,Enrolled
96426,Enrolled
96427,Graduate
96428,Enrolled
96429,Enrolled
96430,Enrolled
96431,Enrolled
96432,Enrolled
96433,Graduate
96434,Enrolled
96435,Enrolled
96436,Graduate
96437,Enrolled
96438,Graduate
96439,Graduate
96440,Enrolled
96441,Graduate
96442,Graduate
96443,Graduate
96444,Graduate
96445,Graduate
96446,Graduate
96447,Graduate
96448,Enrolled
96449,Graduate
96450,Enrolled
96451,Enrolled
96452,Graduate
96453,Enrolled
96454,Graduate
96455,Graduate
96456,Enrolled
96457,Enrolled
96458,Enrolled
96459,Enrolled
96460,Enrolled
96461,Graduate
96462,Enrolled
96463,Enrolled
96464,Graduate
96465,Graduate
96466,Enrolled
96467,Enrolled
96468,Enrolled
96469,Enrolled
96470,Enrolled
96471,Enrolled
96472,Enrolled
96473,Graduate
96474,Enrolled
96475,Enrolled
96476,Enrolled
96477,Enrolled
96478,Enrolled
96479,Graduate
96480,Graduate
96481,Enrolled
96482,Enrolled
96483,Enrolled
96484,Enrolled
96485,Graduate
96486,Enrolled
96487,Enrolled
96488,Graduate
96489,Enrolled
96490,Graduate
96491,Graduate
96492,Graduate
96493,Graduate
96494,Graduate
96495,Enrolled
96496,Enrolled
96497,Graduate
96498,Graduate
96499,Enrolled
96500,Enrolled
96501,Enrolled
96502,Enrolled
96503,Graduate
96504,Enrolled
96505,Enrolled
96506,Graduate
96507,Enrolled
96508,Enrolled
96509,Enrolled
96510,Graduate
96511,Enrolled
96512,Graduate
96513,Enrolled
96514,Enrolled
96515,Enrolled
96516,Graduate
96517,Enrolled
96518,Enrolled
96519,Enrolled
96520,Enrolled
96521,Enrolled
96522,Graduate
96523,Graduate
96524,Enrolled
96525,Graduate
96526,Graduate
96527,Enrolled
96528,Enrolled
96529,Graduate
96530,Graduate
96531,Enrolled
96532,Graduate
96533,Graduate
96534,Enrolled
96535,Graduate
96536,Enrolled
96537,Graduate
96538,Graduate
96539,Graduate
96540,Graduate
96541,Graduate
96542,Enrolled
96543,Graduate
96544,Enrolled
96545,Graduate
96546,Graduate
96547,Graduate
96548,Graduate
96549,Graduate
96550,Graduate
96551,Graduate
96552,Graduate
96553,Graduate
96554,Enrolled
96555,Enrolled
96556,Graduate
96557,Graduate
96558,Graduate
96559,Enrolled
96560,Enrolled
96561,Graduate
96562,Enrolled
96563,Enrolled
96564,Graduate
96565,Enrolled
96566,Enrolled
96567,Graduate
96568,Graduate
96569,Graduate
96570,Enrolled
96571,Enrolled
96572,Enrolled
96573,Graduate
96574,Graduate
96575,Enrolled
96576,Enrolled
96577,Graduate
96578,Graduate
96579,Graduate
96580,Enrolled
96581,Enrolled
96582,Graduate
96583,Enrolled
96584,Graduate
96585,Graduate
96586,Graduate
96587,Enrolled
96588,Graduate
96589,Enrolled
96590,Graduate
96591,Enrolled
96592,Enrolled
96593,Enrolled
96594,Graduate
96595,Enrolled
96596,Enrolled
96597,Graduate
96598,Enrolled
96599,Enrolled
96600,Enrolled
96601,Enrolled
96602,Enrolled
96603,Enrolled
96604,Enrolled
96605,Graduate
96606,Graduate
96607,Enrolled
96608,Enrolled
96609,Graduate
96610,Enrolled
96611,Graduate
96612,Graduate
96613,Enrolled
96614,Enrolled
96615,Graduate
96616,Graduate
96617,Enrolled
96618,Enrolled
96619,Graduate
96620,Graduate
96621,Enrolled
96622,Enrolled
96623,Enrolled
96624,Enrolled
96625,Graduate
96626,Enrolled
96627,Enrolled
96628,Graduate
96629,Enrolled
96630,Enrolled
96631,Enrolled
96632,Graduate
96633,Graduate
96634,Graduate
96635,Enrolled
96636,Graduate
96637,Graduate
96638,Graduate
96639,Enrolled
96640,Enrolled
96641,Graduate
96642,Enrolled
96643,Enrolled
96644,Graduate
96645,Graduate
96646,Graduate
96647,Enrolled
96648,Enrolled
96649,Graduate
96650,Enrolled
96651,Enrolled
96652,Enrolled
96653,Enrolled
96654,Graduate
96655,Graduate
96656,Enrolled
96657,Graduate
96658,Enrolled
96659,Enrolled
96660,Graduate
96661,Graduate
96662,Graduate
96663,Graduate
96664,Enrolled
96665,Graduate
96666,Graduate
96667,Enrolled
96668,Graduate
96669,Enrolled
96670,Graduate
96671,Graduate
96672,Graduate
96673,Graduate
96674,Graduate
96675,Graduate
96676,Graduate
96677,Graduate
96678,Enrolled
96679,Graduate
96680,Enrolled
96681,Enrolled
96682,Graduate
96683,Enrolled
96684,Enrolled
96685,Enrolled
96686,Enrolled
96687,Graduate
96688,Graduate
96689,Enrolled
96690,Graduate
96691,Graduate
96692,Graduate
96693,Graduate
96694,Graduate
96695,Enrolled
96696,Graduate
96697,Enrolled
96698,Graduate
96699,Graduate
96700,Graduate
96701,Graduate
96702,Enrolled
96703,Graduate
96704,Graduate
96705,Enrolled
96706,Graduate
96707,Graduate
96708,Graduate
96709,Graduate
96710,Enrolled
96711,Graduate
96712,Graduate
96713,Enrolled
96714,Graduate
96715,Graduate
96716,Enrolled
96717,Graduate
96718,Graduate
96719,Enrolled
96720,Graduate
96721,Graduate
96722,Enrolled
96723,Graduate
96724,Enrolled
96725,Graduate
96726,Enrolled
96727,Enrolled
96728,Enrolled
96729,Graduate
96730,Graduate
96731,Enrolled
96732,Enrolled
96733,Graduate
96734,Graduate
96735,Graduate
96736,Graduate
96737,Graduate
96738,Enrolled
96739,Graduate
96740,Enrolled
96741,Enrolled
96742,Graduate
96743,Enrolled
96744,Enrolled
96745,Graduate
96746,Enrolled
96747,Enrolled
96748,Graduate
96749,Graduate
96750,Enrolled
96751,Enrolled
96752,Enrolled
96753,Enrolled
96754,Graduate
96755,Graduate
96756,Enrolled
96757,Graduate
96758,Graduate
96759,Enrolled
96760,Enrolled
96761,Enrolled
96762,Enrolled
96763,Enrolled
96764,Graduate
96765,Enrolled
96766,Enrolled
96767,Graduate
96768,Enrolled
96769,Enrolled
96770,Graduate
96771,Graduate
96772,Graduate
96773,Enrolled
96774,Graduate
96775,Graduate
96776,Graduate
96777,Enrolled
96778,Graduate
96779,Graduate
96780,Graduate
96781,Enrolled
96782,Enrolled
96783,Enrolled
96784,Graduate
96785,Graduate
96786,Graduate
96787,Graduate
96788,Enrolled
96789,Graduate
96790,Enrolled
96791,Graduate
96792,Graduate
96793,Enrolled
96794,Enrolled
96795,Enrolled
96796,Graduate
96797,Graduate
96798,Enrolled
96799,Graduate
96800,Enrolled
96801,Graduate
96802,Enrolled
96803,Enrolled
96804,Graduate
96805,Graduate
96806,Enrolled
96807,Graduate
96808,Graduate
96809,Enrolled
96810,Enrolled
96811,Graduate
96812,Enrolled
96813,Graduate
96814,Graduate
96815,Enrolled
96816,Enrolled
96817,Graduate
96818,Graduate
96819,Graduate
96820,Enrolled
96821,Graduate
96822,Graduate
96823,Graduate
96824,Graduate
96825,Enrolled
96826,Graduate
96827,Enrolled
96828,Graduate
96829,Graduate
96830,Enrolled
96831,Enrolled
96832,Enrolled
96833,Graduate
96834,Graduate
96835,Enrolled
96836,Enrolled
96837,Graduate
96838,Graduate
96839,Graduate
96840,Graduate
96841,Graduate
96842,Enrolled
96843,Enrolled
96844,Graduate
96845,Enrolled
96846,Enrolled
96847,Enrolled
96848,Graduate
96849,Graduate
96850,Graduate
96851,Enrolled
96852,Enrolled
96853,Enrolled
96854,Enrolled
96855,Enrolled
96856,Graduate
96857,Graduate
96858,Enrolled
96859,Enrolled
96860,Graduate
96861,Graduate
96862,Graduate
96863,Enrolled
96864,Graduate
96865,Enrolled
96866,Graduate
96867,Graduate
96868,Graduate
96869,Graduate
96870,Graduate
96871,Enrolled
96872,Enrolled
96873,Graduate
96874,Enrolled
96875,Graduate
96876,Enrolled
96877,Graduate
96878,Enrolled
96879,Graduate
96880,Graduate
96881,Enrolled
96882,Graduate
96883,Graduate
96884,Graduate
96885,Graduate
96886,Graduate
96887,Enrolled
96888,Enrolled
96889,Enrolled
96890,Graduate
96891,Graduate
96892,Graduate
96893,Enrolled
96894,Enrolled
96895,Graduate
96896,Enrolled
96897,Enrolled
96898,Graduate
96899,Graduate
96900,Graduate
96901,Graduate
96902,Enrolled
96903,Enrolled
96904,Graduate
96905,Graduate
96906,Enrolled
96907,Enrolled
96908,Enrolled
96909,Graduate
96910,Graduate
96911,Graduate
96912,Graduate
96913,Enrolled
96914,Graduate
96915,Graduate
96916,Enrolled
96917,Graduate
96918,Graduate
96919,Graduate
96920,Graduate
96921,Enrolled
96922,Enrolled
96923,Graduate
96924,Enrolled
96925,Graduate
96926,Graduate
96927,Enrolled
96928,Enrolled
96929,Graduate
96930,Enrolled
96931,Enrolled
96932,Graduate
96933,Graduate
96934,Graduate
96935,Enrolled
96936,Enrolled
96937,Graduate
96938,Enrolled
96939,Graduate
96940,Enrolled
96941,Graduate
96942,Graduate
96943,Enrolled
96944,Enrolled
96945,Graduate
96946,Graduate
96947,Graduate
96948,Graduate
96949,Enrolled
96950,Enrolled
96951,Graduate
96952,Enrolled
96953,Graduate
96954,Enrolled
96955,Graduate
96956,Graduate
96957,Enrolled
96958,Enrolled
96959,Enrolled
96960,Enrolled
96961,Graduate
96962,Graduate
96963,Enrolled
96964,Graduate
96965,Enrolled
96966,Enrolled
96967,Graduate
96968,Graduate
96969,Enrolled
96970,Enrolled
96971,Enrolled
96972,Enrolled
96973,Enrolled
96974,Graduate
96975,Graduate
96976,Graduate
96977,Enrolled
96978,Graduate
96979,Graduate
96980,Graduate
96981,Graduate
96982,Enrolled
96983,Enrolled
96984,Enrolled
96985,Graduate
96986,Graduate
96987,Enrolled
96988,Enrolled
96989,Graduate
96990,Enrolled
96991,Graduate
96992,Graduate
96993,Graduate
96994,Enrolled
96995,Enrolled
96996,Graduate
96997,Graduate
96998,Graduate
96999,Graduate
97000,Graduate
97001,Graduate
97002,Graduate
97003,Graduate
97004,Graduate
97005,Graduate
97006,Graduate
97007,Enrolled
97008,Graduate
97009,Enrolled
97010,Enrolled
97011,Graduate
97012,Graduate
97013,Enrolled
97014,Enrolled
97015,Enrolled
97016,Graduate
97017,Graduate
97018,Enrolled
97019,Enrolled
97020,Enrolled
97021,Graduate
97022,Graduate
97023,Enrolled
97024,Graduate
97025,Enrolled
97026,Enrolled
97027,Enrolled
97028,Enrolled
97029,Enrolled
97030,Graduate
97031,Enrolled
97032,Graduate
97033,Graduate
97034,Enrolled
97035,Graduate
97036,Enrolled
97037,Graduate
97038,Enrolled
97039,Graduate
97040,Graduate
97041,Enrolled
97042,Graduate
97043,Graduate
97044,Enrolled
97045,Graduate
97046,Enrolled
97047,Graduate
97048,Graduate
97049,Enrolled
97050,Graduate
97051,Graduate
97052,Graduate
97053,Graduate
97054,Enrolled
97055,Enrolled
97056,Graduate
97057,Graduate
97058,Graduate
97059,Graduate
97060,Graduate
97061,Graduate
97062,Graduate
97063,Graduate
97064,Enrolled
97065,Graduate
97066,Enrolled
97067,Enrolled
97068,Enrolled
97069,Enrolled
97070,Graduate
97071,Enrolled
97072,Enrolled
97073,Enrolled
97074,Graduate
97075,Enrolled
97076,Graduate
97077,Graduate
97078,Enrolled
97079,Graduate
97080,Enrolled
97081,Enrolled
97082,Enrolled
97083,Enrolled
97084,Enrolled
97085,Enrolled
97086,Graduate
97087,Enrolled
97088,Enrolled
97089,Enrolled
97090,Enrolled
97091,Enrolled
97092,Graduate
97093,Graduate
97094,Graduate
97095,Graduate
97096,Enrolled
97097,Enrolled
97098,Graduate
97099,Graduate
97100,Graduate
97101,Graduate
97102,Enrolled
97103,Graduate
97104,Graduate
97105,Enrolled
97106,Graduate
97107,Graduate
97108,Graduate
97109,Enrolled
97110,Graduate
97111,Enrolled
97112,Graduate
97113,Graduate
97114,Enrolled
97115,Graduate
97116,Graduate
97117,Enrolled
97118,Graduate
97119,Enrolled
97120,Graduate
97121,Graduate
97122,Graduate
97123,Graduate
97124,Enrolled
97125,Enrolled
97126,Enrolled
97127,Graduate
97128,Enrolled
97129,Enrolled
97130,Graduate
97131,Graduate
97132,Enrolled
97133,Graduate
97134,Graduate
97135,Enrolled
97136,Enrolled
97137,Graduate
97138,Graduate
97139,Graduate
97140,Graduate
97141,Graduate
97142,Enrolled
97143,Graduate
97144,Graduate
97145,Graduate
97146,Graduate
97147,Graduate
97148,Enrolled
97149,Enrolled
97150,Graduate
97151,Graduate
97152,Graduate
97153,Enrolled
97154,Graduate
97155,Graduate
97156,Graduate
97157,Enrolled
97158,Graduate
97159,Graduate
97160,Enrolled
97161,Enrolled
97162,Graduate
97163,Enrolled
97164,Enrolled
97165,Graduate
97166,Enrolled
97167,Graduate
97168,Enrolled
97169,Enrolled
97170,Enrolled
97171,Graduate
97172,Graduate
97173,Graduate
97174,Graduate
97175,Graduate
97176,Graduate
97177,Enrolled
97178,Enrolled
97179,Enrolled
97180,Enrolled
97181,Graduate
97182,Enrolled
97183,Graduate
97184,Graduate
97185,Enrolled
97186,Enrolled
97187,Enrolled
97188,Enrolled
97189,Enrolled
97190,Enrolled
97191,Enrolled
97192,Graduate
97193,Enrolled
97194,Enrolled
97195,Graduate
97196,Graduate
97197,Enrolled
97198,Enrolled
97199,Enrolled
97200,Graduate
97201,Enrolled
97202,Enrolled
97203,Graduate
97204,Enrolled
97205,Enrolled
97206,Graduate
97207,Graduate
97208,Graduate
97209,Enrolled
97210,Enrolled
97211,Graduate
97212,Graduate
97213,Graduate
97214,Enrolled
97215,Graduate
97216,Graduate
97217,Enrolled
97218,Graduate
97219,Enrolled
97220,Graduate
97221,Graduate
97222,Enrolled
97223,Graduate
97224,Enrolled
97225,Graduate
97226,Graduate
97227,Graduate
97228,Enrolled
97229,Enrolled
97230,Enrolled
97231,Enrolled
97232,Graduate
97233,Enrolled
97234,Enrolled
97235,Graduate
97236,Enrolled
97237,Graduate
97238,Graduate
97239,Enrolled
97240,Graduate
97241,Graduate
97242,Graduate
97243,Graduate
97244,Graduate
97245,Graduate
97246,Enrolled
97247,Enrolled
97248,Enrolled
97249,Graduate
97250,Enrolled
97251,Graduate
97252,Enrolled
97253,Enrolled
97254,Enrolled
97255,Enrolled
97256,Graduate
97257,Graduate
97258,Graduate
97259,Enrolled
97260,Enrolled
97261,Enrolled
97262,Graduate
97263,Graduate
97264,Enrolled
97265,Graduate
97266,Enrolled
97267,Graduate
97268,Graduate
97269,Enrolled
97270,Enrolled
97271,Enrolled
97272,Enrolled
97273,Enrolled
97274,Graduate
97275,Graduate
97276,Graduate
97277,Enrolled
97278,Graduate
97279,Enrolled
97280,Graduate
97281,Graduate
97282,Graduate
97283,Graduate
97284,Enrolled
97285,Graduate
97286,Graduate
97287,Graduate
97288,Graduate
97289,Graduate
97290,Graduate
97291,Enrolled
97292,Graduate
97293,Graduate
97294,Graduate
97295,Enrolled
97296,Graduate
97297,Graduate
97298,Enrolled
97299,Enrolled
97300,Graduate
97301,Graduate
97302,Enrolled
97303,Enrolled
97304,Enrolled
97305,Graduate
97306,Graduate
97307,Graduate
97308,Enrolled
97309,Enrolled
97310,Enrolled
97311,Graduate
97312,Enrolled
97313,Enrolled
97314,Enrolled
97315,Enrolled
97316,Graduate
97317,Graduate
97318,Enrolled
97319,Enrolled
97320,Enrolled
97321,Graduate
97322,Enrolled
97323,Enrolled
97324,Graduate
97325,Graduate
97326,Graduate
97327,Graduate
97328,Enrolled
97329,Graduate
97330,Graduate
97331,Enrolled
97332,Graduate
97333,Graduate
97334,Enrolled
97335,Graduate
97336,Graduate
97337,Graduate
97338,Graduate
97339,Graduate
97340,Enrolled
97341,Enrolled
97342,Graduate
97343,Enrolled
97344,Enrolled
97345,Graduate
97346,Graduate
97347,Graduate
97348,Enrolled
97349,Enrolled
97350,Graduate
97351,Graduate
97352,Enrolled
97353,Enrolled
97354,Graduate
97355,Enrolled
97356,Enrolled
97357,Graduate
97358,Graduate
97359,Enrolled
97360,Enrolled
97361,Graduate
97362,Enrolled
97363,Graduate
97364,Enrolled
97365,Enrolled
97366,Enrolled
97367,Enrolled
97368,Enrolled
97369,Enrolled
97370,Enrolled
97371,Graduate
97372,Graduate
97373,Graduate
97374,Enrolled
97375,Graduate
97376,Graduate
97377,Enrolled
97378,Enrolled
97379,Graduate
97380,Graduate
97381,Graduate
97382,Graduate
97383,Graduate
97384,Enrolled
97385,Enrolled
97386,Graduate
97387,Enrolled
97388,Enrolled
97389,Enrolled
97390,Graduate
97391,Graduate
97392,Graduate
97393,Graduate
97394,Graduate
97395,Enrolled
97396,Graduate
97397,Enrolled
97398,Enrolled
97399,Enrolled
97400,Graduate
97401,Enrolled
97402,Graduate
97403,Enrolled
97404,Graduate
97405,Graduate
97406,Graduate
97407,Enrolled
97408,Enrolled
97409,Graduate
97410,Enrolled
97411,Enrolled
97412,Enrolled
97413,Graduate
97414,Enrolled
97415,Enrolled
97416,Graduate
97417,Graduate
97418,Enrolled
97419,Enrolled
97420,Enrolled
97421,Graduate
97422,Enrolled
97423,Graduate
97424,Graduate
97425,Enrolled
97426,Graduate
97427,Graduate
97428,Enrolled
97429,Graduate
97430,Enrolled
97431,Graduate
97432,Graduate
97433,Graduate
97434,Graduate
97435,Graduate
97436,Graduate
97437,Graduate
97438,Graduate
97439,Enrolled
97440,Graduate
97441,Enrolled
97442,Enrolled
97443,Enrolled
97444,Enrolled
97445,Enrolled
97446,Enrolled
97447,Enrolled
97448,Graduate
97449,Enrolled
97450,Enrolled
97451,Enrolled
97452,Enrolled
97453,Enrolled
97454,Graduate
97455,Graduate
97456,Enrolled
97457,Graduate
97458,Graduate
97459,Enrolled
97460,Enrolled
97461,Enrolled
97462,Enrolled
97463,Enrolled
97464,Enrolled
97465,Graduate
97466,Enrolled
97467,Graduate
97468,Graduate
97469,Graduate
97470,Enrolled
97471,Enrolled
97472,Enrolled
97473,Enrolled
97474,Enrolled
97475,Enrolled
97476,Enrolled
97477,Graduate
97478,Graduate
97479,Graduate
97480,Enrolled
97481,Graduate
97482,Graduate
97483,Graduate
97484,Enrolled
97485,Enrolled
97486,Graduate
97487,Enrolled
97488,Graduate
97489,Enrolled
97490,Enrolled
97491,Graduate
97492,Graduate
97493,Enrolled
97494,Enrolled
97495,Graduate
97496,Graduate
97497,Enrolled
97498,Graduate
97499,Graduate
97500,Graduate
97501,Graduate
97502,Graduate
97503,Enrolled
97504,Graduate
97505,Graduate
97506,Graduate
97507,Enrolled
97508,Enrolled
97509,Graduate
97510,Graduate
97511,Graduate
97512,Enrolled
97513,Enrolled
97514,Graduate
97515,Enrolled
97516,Graduate
97517,Enrolled
97518,Graduate
97519,Graduate
97520,Graduate
97521,Enrolled
97522,Enrolled
97523,Graduate
97524,Graduate
97525,Graduate
97526,Enrolled
97527,Enrolled
97528,Graduate
97529,Enrolled
97530,Enrolled
97531,Enrolled
97532,Graduate
97533,Enrolled
97534,Enrolled
97535,Graduate
97536,Enrolled
97537,Graduate
97538,Enrolled
97539,Enrolled
97540,Graduate
97541,Enrolled
97542,Enrolled
97543,Enrolled
97544,Enrolled
97545,Graduate
97546,Enrolled
97547,Graduate
97548,Enrolled
97549,Enrolled
97550,Enrolled
97551,Enrolled
97552,Enrolled
97553,Graduate
97554,Graduate
97555,Graduate
97556,Graduate
97557,Graduate
97558,Graduate
97559,Graduate
97560,Enrolled
97561,Graduate
97562,Graduate
97563,Enrolled
97564,Graduate
97565,Graduate
97566,Enrolled
97567,Enrolled
97568,Graduate
97569,Enrolled
97570,Graduate
97571,Enrolled
97572,Graduate
97573,Graduate
97574,Graduate
97575,Graduate
97576,Enrolled
97577,Enrolled
97578,Enrolled
97579,Enrolled
97580,Enrolled
97581,Enrolled
97582,Graduate
97583,Enrolled
97584,Enrolled
97585,Enrolled
97586,Graduate
97587,Graduate
97588,Graduate
97589,Graduate
97590,Enrolled
97591,Enrolled
97592,Enrolled
97593,Enrolled
97594,Enrolled
97595,Enrolled
97596,Enrolled
97597,Enrolled
97598,Enrolled
97599,Enrolled
97600,Enrolled
97601,Enrolled
97602,Graduate
97603,Graduate
97604,Graduate
97605,Graduate
97606,Enrolled
97607,Enrolled
97608,Graduate
97609,Enrolled
97610,Graduate
97611,Graduate
97612,Graduate
97613,Enrolled
97614,Enrolled
97615,Enrolled
97616,Graduate
97617,Graduate
97618,Enrolled
97619,Enrolled
97620,Enrolled
97621,Enrolled
97622,Graduate
97623,Graduate
97624,Enrolled
97625,Enrolled
97626,Enrolled
97627,Enrolled
97628,Enrolled
97629,Graduate
97630,Graduate
97631,Enrolled
97632,Graduate
97633,Enrolled
97634,Graduate
97635,Enrolled
97636,Graduate
97637,Graduate
97638,Graduate
97639,Graduate
97640,Graduate
97641,Graduate
97642,Graduate
97643,Graduate
97644,Graduate
97645,Enrolled
97646,Graduate
97647,Graduate
97648,Graduate
97649,Graduate
97650,Graduate
97651,Graduate
97652,Graduate
97653,Enrolled
97654,Enrolled
97655,Enrolled
97656,Enrolled
97657,Enrolled
97658,Enrolled
97659,Graduate
97660,Enrolled
97661,Enrolled
97662,Enrolled
97663,Enrolled
97664,Graduate
97665,Graduate
97666,Enrolled
97667,Enrolled
97668,Graduate
97669,Graduate
97670,Enrolled
97671,Enrolled
97672,Enrolled
97673,Graduate
97674,Enrolled
97675,Enrolled
97676,Graduate
97677,Graduate
97678,Enrolled
97679,Enrolled
97680,Graduate
97681,Enrolled
97682,Graduate
97683,Graduate
97684,Graduate
97685,Graduate
97686,Enrolled
97687,Graduate
97688,Enrolled
97689,Graduate
97690,Enrolled
97691,Enrolled
97692,Graduate
97693,Graduate
97694,Graduate
97695,Graduate
97696,Enrolled
97697,Enrolled
97698,Enrolled
97699,Enrolled
97700,Enrolled
97701,Graduate
97702,Graduate
97703,Graduate
97704,Graduate
97705,Enrolled
97706,Enrolled
97707,Enrolled
97708,Enrolled
97709,Enrolled
97710,Enrolled
97711,Enrolled
97712,Graduate
97713,Enrolled
97714,Enrolled
97715,Enrolled
97716,Graduate
97717,Graduate
97718,Graduate
97719,Graduate
97720,Graduate
97721,Enrolled
97722,Enrolled
97723,Enrolled
97724,Graduate
97725,Enrolled
97726,Graduate
97727,Graduate
97728,Enrolled
97729,Enrolled
97730,Enrolled
97731,Enrolled
97732,Enrolled
97733,Enrolled
97734,Graduate
97735,Graduate
97736,Graduate
97737,Enrolled
97738,Graduate
97739,Enrolled
97740,Enrolled
97741,Graduate
97742,Graduate
97743,Graduate
97744,Enrolled
97745,Enrolled
97746,Graduate
97747,Enrolled
97748,Enrolled
97749,Graduate
97750,Graduate
97751,Graduate
97752,Graduate
97753,Enrolled
97754,Graduate
97755,Enrolled
97756,Graduate
97757,Graduate
97758,Graduate
97759,Graduate
97760,Enrolled
97761,Graduate
97762,Graduate
97763,Enrolled
97764,Graduate
97765,Graduate
97766,Graduate
97767,Graduate
97768,Graduate
97769,Graduate
97770,Enrolled
97771,Graduate
97772,Graduate
97773,Enrolled
97774,Graduate
97775,Graduate
97776,Graduate
97777,Graduate
97778,Enrolled
97779,Enrolled
97780,Enrolled
97781,Enrolled
97782,Graduate
97783,Enrolled
97784,Enrolled
97785,Graduate
97786,Graduate
97787,Graduate
97788,Graduate
97789,Enrolled
97790,Graduate
97791,Graduate
97792,Graduate
97793,Graduate
97794,Graduate
97795,Enrolled
97796,Graduate
97797,Graduate
97798,Enrolled
97799,Graduate
97800,Graduate
97801,Enrolled
97802,Graduate
97803,Graduate
97804,Graduate
97805,Enrolled
97806,Graduate
97807,Enrolled
97808,Enrolled
97809,Enrolled
97810,Graduate
97811,Graduate
97812,Graduate
97813,Graduate
97814,Enrolled
97815,Graduate
97816,Graduate
97817,Graduate
97818,Graduate
97819,Graduate
97820,Graduate
97821,Enrolled
97822,Enrolled
97823,Graduate
97824,Enrolled
97825,Enrolled
97826,Graduate
97827,Graduate
97828,Graduate
97829,Graduate
97830,Graduate
97831,Enrolled
97832,Enrolled
97833,Graduate
97834,Enrolled
97835,Enrolled
97836,Enrolled
97837,Graduate
97838,Graduate
97839,Enrolled
97840,Graduate
97841,Graduate
97842,Graduate
97843,Graduate
97844,Enrolled
97845,Enrolled
97846,Enrolled
97847,Enrolled
97848,Enrolled
97849,Enrolled
97850,Graduate
97851,Graduate
97852,Graduate
97853,Graduate
97854,Enrolled
97855,Graduate
97856,Enrolled
97857,Graduate
97858,Enrolled
97859,Enrolled
97860,Enrolled
97861,Graduate
97862,Graduate
97863,Enrolled
97864,Graduate
97865,Enrolled
97866,Enrolled
97867,Graduate
97868,Enrolled
97869,Enrolled
97870,Graduate
97871,Enrolled
97872,Graduate
97873,Enrolled
97874,Enrolled
97875,Graduate
97876,Graduate
97877,Graduate
97878,Graduate
97879,Enrolled
97880,Graduate
97881,Graduate
97882,Graduate
97883,Enrolled
97884,Graduate
97885,Enrolled
97886,Enrolled
97887,Enrolled
97888,Enrolled
97889,Graduate
97890,Graduate
97891,Graduate
97892,Graduate
97893,Graduate
97894,Enrolled
97895,Enrolled
97896,Graduate
97897,Enrolled
97898,Enrolled
97899,Enrolled
97900,Graduate
97901,Enrolled
97902,Enrolled
97903,Graduate
97904,Enrolled
97905,Enrolled
97906,Enrolled
97907,Enrolled
97908,Enrolled
97909,Enrolled
97910,Enrolled
97911,Enrolled
97912,Enrolled
97913,Graduate
97914,Enrolled
97915,Graduate
97916,Graduate
97917,Graduate
97918,Graduate
97919,Enrolled
97920,Enrolled
97921,Graduate
97922,Enrolled
97923,Graduate
97924,Graduate
97925,Graduate
97926,Graduate
97927,Enrolled
97928,Enrolled
97929,Enrolled
97930,Enrolled
97931,Graduate
97932,Enrolled
97933,Graduate
97934,Graduate
97935,Enrolled
97936,Graduate
97937,Graduate
97938,Graduate
97939,Enrolled
97940,Enrolled
97941,Graduate
97942,Enrolled
97943,Graduate
97944,Enrolled
97945,Enrolled
97946,Graduate
97947,Graduate
97948,Enrolled
97949,Enrolled
97950,Enrolled
97951,Graduate
97952,Enrolled
97953,Graduate
97954,Graduate
97955,Enrolled
97956,Graduate
97957,Graduate
97958,Enrolled
97959,Graduate
97960,Enrolled
97961,Graduate
97962,Enrolled
97963,Enrolled
97964,Graduate
97965,Graduate
97966,Enrolled
97967,Enrolled
97968,Enrolled
97969,Enrolled
97970,Graduate
97971,Graduate
97972,Enrolled
97973,Enrolled
97974,Graduate
97975,Enrolled
97976,Graduate
97977,Graduate
97978,Graduate
97979,Graduate
97980,Enrolled
97981,Enrolled
97982,Graduate
97983,Enrolled
97984,Enrolled
97985,Graduate
97986,Enrolled
97987,Enrolled
97988,Enrolled
97989,Enrolled
97990,Enrolled
97991,Graduate
97992,Graduate
97993,Graduate
97994,Graduate
97995,Enrolled
97996,Enrolled
97997,Graduate
97998,Graduate
97999,Graduate
98000,Enrolled
98001,Enrolled
98002,Graduate
98003,Enrolled
98004,Enrolled
98005,Enrolled
98006,Enrolled
98007,Graduate
98008,Graduate
98009,Enrolled
98010,Graduate
98011,Enrolled
98012,Graduate
98013,Graduate
98014,Graduate
98015,Graduate
98016,Enrolled
98017,Graduate
98018,Enrolled
98019,Graduate
98020,Enrolled
98021,Graduate
98022,Graduate
98023,Graduate
98024,Graduate
98025,Graduate
98026,Graduate
98027,Enrolled
98028,Graduate
98029,Enrolled
98030,Enrolled
98031,Graduate
98032,Enrolled
98033,Enrolled
98034,Enrolled
98035,Enrolled
98036,Graduate
98037,Graduate
98038,Graduate
98039,Graduate
98040,Enrolled
98041,Enrolled
98042,Graduate
98043,Enrolled
98044,Graduate
98045,Graduate
98046,Enrolled
98047,Enrolled
98048,Graduate
98049,Graduate
98050,Enrolled
98051,Graduate
98052,Graduate
98053,Graduate
98054,Graduate
98055,Graduate
98056,Graduate
98057,Graduate
98058,Enrolled
98059,Graduate
